title,price,rating,seller,image,description
"Solidigm Solid State Drive D5-P5430 Series (30.72 TB, U.2 15mm, 2.5"", PCIe 4.0 x4, 3D5, QLC) Generic No Opal Single Pack Data Center / Server / Internal SSD (SBFPF2BU307T001)","$3,681.99",Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"4KB Random Read:971000 IOPS (4K, QD256), 4KB Random Write:86000 IOPS (8K, QD256), Max Sequential Read:Up to 7000 MBps, Endurance:Up to 0.57 DWPD (8K RW) / Up to 31.93 PBW, Model #:SBFPF2BU307T001"
"Solidigm Solid State Drive D7-PS1010 Series (7.68TB, U.2 15mm, PCIe 5.0 x4, Hynix V7, TLC) Generic No Opal Single Pack Data Center / Server / Internal SSD (SB5PH27X076T001)","$1,383.99",,,https://c1.neweggimages.com/productimage/nb300/20-318-060-04.png,"4KB Random Read:Up to 3,000,000 IOPS, 4KB Random Write:Up to 400,000 IOPS, Endurance:1 DWPD / 14 PBW, MTBF:2,500,000 hours, Model #:SB5PH27X076T001"
Pascari AI100E U.2 2TB PCI-Express 4.0 Solid State Disk Enterprise - A1808K032T00E008T1900,"$3,729.99",,,https://c1.neweggimages.com/productimage/nb300/20-979-051-01.png,"Part Number:A1808K032T00E008T1900, Security:Non-SED, Model #:A1808K032T00E008T1900"
"Solidigm™ Solid State Drive D5-P5336 Series (30.72TB, 2.5in PCIe 4.0 x4, 3D5, QLC) Generic No OPAL Single Pack Data Center / Server / Internal SSD (SBFPF2BV307T001)","$3,626.99",,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"MTBF:2,000,000 hours, Operating Temperature:0°C ~ +70°C, Max Shock Resistance:1,000 G (Max) at 0.5 msec, Max Vibration Resistance:Operating: 2.17 GRMS (5 - 700 Hz) Max
Non-Operating: 3.13 GRMS (5 - 800 Hz) Max, Model #:SBFPF2BV307T001"
"TEAM 256GB C175 ECO USB 3.2 Gen 1 Net-Zero Flash Drive, Speed Up to 100MB/s (TC175ECO3256GG01)",$18.99,Rating + 3.9,,https://c1.neweggimages.com/productimage/nb300/20-985-054-01.jpg,"Brand:Team, Series:C175 ECO, Capacity:256GB, USB Specification:USB 3.2 Gen 1, Model #:TC175ECO3256GG01"
"Kingston SEDC3000ME/3T8 DC3000ME 3.84 TB Solid State Drive - 2.5"" Internal - U.2 (PCI Express NVMe 5.0 x4) - Server, Data Center Device Supported-1 DWPD - 7008 TB TBW - 256-bit AES Encryption Standard",$587.99,,,https://c1.neweggimages.com/productimage/nb300/A24GD2503310BZR3DE0.jpg,"4KB Random Read:Up to 2,700,000 IOPS, 4KB Random Write:Up to 300,000 IOPS, Max Sequential Read:Up to 14000 MBps, Endurance:1 DWPD, Model #:SEDC3000ME/3T8"
Black Diamond Memory 16GB ECC Registered DDR4 2133 (PC4 17000) Server Memory Model BD16G2133MQR26,$32.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-070-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD16G2133MQR26"
Black Diamond Memory 64GB (2 x 32GB) ECC Registered DDR3 1066 (PC3 8500) Server Memory Model BD32GX21066MTR26,$86.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-077-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:4Rx4, Model #:BD32GX21066MTR26"
"Solidigm Solid State Drive D7-P5520 Series (7.68TB, U.2 15mm, 2.5"", PCIe 4.0 x4, 3D4, TLC) Generic OPAL Single Pack Data Center / Server / Internal SSD (SSDPF2KX076T1OZ)","$1,226.99",,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"4KB Random Read:Up to 1,100,000 IOPS, 4KB Random Write:Up to 220,000 IOPS, Max Sequential Read:Up to 7100 MBps, Endurance:14.0 PBW, Model #:SSDPF2KX076T1OZ"
Pascari AI100E U.2 1TB PCI-Express 4.0 Solid State Disk Enterprise - A1808K031T00E004T0900,"$2,134.99",,,https://c1.neweggimages.com/productimage/nb300/20-979-051-01.png,"Part Number:A1808K031T00E004T0900, Security:Non-SED, Model #:A1808K031T00E004T0900"
G.SKILL G5 Series 128GB (8 x 16GB) ECC Registered DDR5 6000 (PC5 48000) Server Memory Model F5-6000R3036G16GE8-G5,"$1,059.99",,,https://c1.neweggimages.com/productimage/nb300/20-374-728-03.png,"Brand:G.SKILL, Series:G5 Series, Capacity:128GB (8 x 16GB), Speed:DDR5 6000 (PC5 48000), Model #:F5-6000R3036G16GE8-G5"
"StarTech 10-Port USB-C Hub - 8x USB-A/2x USB-C - Self-Powered w/65W Power Supply - USB 3.1 10Gbps - Desktop/Laptop USB Hub w/USB-IF Certified 3ft Locking Cable, USB C Hub",$132.44,,,https://c1.neweggimages.com/productimage/nb300/17-707-516-01.jpg,"Type:USB, Standards:USB 3.2, Ports:External Ports
7 - USB 3.2 Type-A (9 pin, Gen 2, 10Gbps)
1 - USB 3.2 Type-C (24 pin, Gen 2, 10Gbps)
1 - USB 3.2 Type-A (9 Pin, Gen 2, 10Gbps, 15W Power)
1 - USB 3.2 Type-C (24 Pin, Gen 2, 10Gbps, 15W Power)
Host Connectors
1 - USB 3.2 Type-C (24 pin, Gen 2, 10Gbps), Part Number:10G8A2CS-USB-C, Model #:10G8A2CS-USB-C-HUB"
CORSAIR WS RDIMM Series 64GB (4 x 16GB) ECC Registered DDR5 6000 (PC5 48000) Server Memory - CMA64GX5M4B6000C40,$583.99,,,https://c1.neweggimages.com/productimage/nb300/20-982-156-01.png,"Chipset:INTEL XMP 3.0, CAS Latency:CL40, Timing:40-40-40-77, Voltage:1.35V, Model #:CMA64GX5M4B6000C40"
"Solidigm Solid State Drive D7-PS1030 Series (6.4TB, U.2 15mm, PCIe 5.0 x4, V7, TLC) Generic No Opal Single Pack Data Center / Server / Internal SSD (SB5PH27E064T001)","$1,314.99",,,https://c1.neweggimages.com/productimage/nb300/20-318-060-04.png,"4KB Random Read:3000000 IOPS (4K Blocks), 4KB Random Write:800000 IOPS (4K Blocks), Max Sequential Read:Up to 14500 MBps, Endurance:3 DWPD / 35 PBW, Model #:SB5PH27E064T001"
Pascari X200P U.2 1.92TB PCI-Express 5.0 Single Port Solid State Disk Enterprise - XP208H031T92P322T0410,$499.99,,,https://c1.neweggimages.com/productimage/nb300/20-979-125-01.png,"Endurance:1 DWPD, Part Number:XP208H031T92P322T0410, Security:ISE, Height:14.65mm, Model #:XP208H031T92P322T0410"
Black Diamond Memory 16GB ECC Registered DDR4 2400 (PC4 19200) Server Memory Model BD16G2400MQR26,$32.99,Rating + 4,,https://c1.neweggimages.com/productimage/nb300/20-014-093-01.jpg,"Heat Spreader:Yes, Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD16G2400MQR26"
Pascari X200P E3.S 7.68TB PCI-Express 5.0 Single Port Solid State Disk Enterprise - XP20DH037T68P318T1910,$741.35,,,https://c1.neweggimages.com/productimage/nb300/20-979-145-01.png,"Endurance:1 DWPD, Part Number:XP20DH037T68P318T1910, Security:ISE, Height:7.45mm, Model #:XP20DH037T68P318T1910"
iStarUSA TC-700PD8B 700W Single PS2 Power Supply,$191.99,,,https://c1.neweggimages.com/productimage/nb300/17-147-137-02.jpg,"Type:ATX12V / EPS12V, Main Connector:20+4Pin, Output:+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@16A, -12V@0.5A, +5Vsb@4A, Fans:1, Model #:TC-700PD8B"
Kingston KSM32ES8/8HE RAM Module - 8 GB - DDR4-3200/PC4-25600 DDR4 SDRAM - 3200 MHz Single-rank Memory - CL22 - 1.20 V - ECC - 288-pin - DIMM,$130.44,,,https://c1.neweggimages.com/productimage/nb300/1B4-00M4-003Z2-02.jpg,"Brand:Kingston, Capacity:8GB, Speed:DDR4 3200 (PC4 25600), ECC:Yes, Model #:KSM32ES8/8HE"
Black Diamond Memory 8GB ECC Registered DDR4 2133 (PC4 17000) Server Memory Model BD8G2133MQR26,$25.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-069-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:1Rx4, Model #:BD8G2133MQR26"
Black Diamond Memory 32GB (2 x 16GB) ECC Registered DDR3 1866 (PC3 14900) Server Memory Model BD16GX21866MTR26,$65.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-080-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD16GX21866MTR26"
Black Diamond Memory 32GB ECC Registered DDR4 2133 (PC4 17000) Server Memory Model BD32G2133MQR26,$58.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-071-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:4Rx4, Model #:BD32G2133MQR26"
"Solidigm Solid State Drive D3-S4620 Series (960GB, 2.5in SATA 6Gb/s, 3D4, TLC) Generic Single Pack  Data Center / Server / Internal SSD (SSDSC2KG960GZ1Z)",$305.00,,,https://c1.neweggimages.com/productimage/nb300/20-318-009-04.jpg,"4KB Random Read:Up to 90,000 IOPS, 4KB Random Write:Up to 54,000 IOPS, Max Sequential Read:Up to 550 MBps, Endurance:Up to 4.0 DWPD / Up to 7.1 PBW, Model #:SSDSC2KG960GZ1Z"
"Solidigm™ Solid State Drive D5-P5336 Series (7.68TB, 2.5in PCIe 4.0 x4, 3D5, QLC) Generic Opal Single Pack Data Center / Server / Internal SSD (SBFPF2BV076TOP1)",$995.99,,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"MTBF:2,000,000 hours, Security:Opal, Operating Temperature:0°C ~ +70°C, Max Shock Resistance:1,000 G (Max) at 0.5 msec, Model #:SBFPF2BV076TOP1"
Black Diamond Memory 128GB (2 x 64GB) ECC Registered DDR4 2133 (PC4 17000) Server Memory Model BD64GX22133MQR96,$248.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-101-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:4Rx4, Model #:BD64GX22133MQR96"
Black Diamond Memory 32GB ECC Registered DDR4 2133 (PC4 17000) Server Memory Model BD32G2133MQR96,$57.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-094-01.jpg,"Heat Spreader:Yes, Type:288-Pin DDR4 SDRAM, Rank:4Rx4, Model #:BD32G2133MQR96"
"Solidigm Solid State Drive D7-PS1030 Series (6.4TB, E3.S 7.5mm PCIe 5.0 x4, V7, TLC) Generic Opal Single Pack Data Center / Server / Internal SSD (SB5PHA7E064TOP1)","$1,562.99",,,https://c1.neweggimages.com/productimage/nb300/20-318-061-05.png,"4KB Random Read:3000000 IOPS (4K Blocks), 4KB Random Write:800000 IOPS (4K Blocks), Max Sequential Read:Up to 14500 MBps, Endurance:3 DWPD / 35 PBW, Model #:SB5PHA7E064TOP1"
"Solidigm Solid State Drive D3-S4520 Series (3.84TB, 2.5in SATA 6Gb/s, 3D4, TLC) Generic Single Pack  Data Center / Server / Internal SSD (SSDSC2KB038TZ1Z)",$552.00,,,https://c1.neweggimages.com/productimage/nb300/20-318-009-04.jpg,"4KB Random Read:Up to 92,000 IOPS, 4KB Random Write:Up to 31,000 IOPS, Max Sequential Read:Up to 550 MBps, Endurance:Up to 2.1 DWPD / Up to 15.3 PBW, Model #:SSDSC2KB038TZ1Z"
G.SKILL G5 Series 64GB (4 x 16GB) ECC Registered DDR5 6000 (PC5 48000) Server Memory Model F5-6000R3036G16GQ4-G5,$524.00,,,https://c1.neweggimages.com/productimage/nb300/20-374-729-01.png,"Brand:G.SKILL, Series:G5 Series, Capacity:64GB (4 x 16GB), Speed:DDR5 6000 (PC5 48000), Model #:F5-6000R3036G16GQ4-G5"
"Solidigm™ Solid State Drive D3-S4520 Series (7.68TB, 2.5in SATA 6Gb/s, 3D4, TLC) Generic Single Pack Data Center / Server / Internal SSD (SSDSC2KB076TZ1Z)","$1,183.99",,,https://c1.neweggimages.com/productimage/nb300/20-318-009-04.jpg,"4KB Random Read:Up to 86,000 IOPS, 4KB Random Write:Up to 30,000 IOPS, Max Sequential Read:Up to 550 MBps, Endurance:Up to 2.6 DWPD / Up to 36.5 PBW, Model #:SSDSC2KB076TZ1Z"
Black Diamond Memory 8GB ECC Registered DDR3 1866 (PC3 14900) Server Memory Model BD8G1866MTR26,$25.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-064-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD8G1866MTR26"
Black Diamond Memory 64GB (2 x 32GB) ECC Load Reduced DDR3 1600 (PC3 12800) Server Memory Model BD32GX21600MTR96,$86.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-078-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:4Rx4, Model #:BD32GX21600MTR96"
"Solidigm Solid State Drive D3-S4620 Series (1.92TB, 2.5in SATA 6Gb/s, 3D4, TLC) Generic Single Pack  Data Center / Server / Internal SSD (SSDSC2KG019TZ1Z)",$432.99,,,https://c1.neweggimages.com/productimage/nb300/20-318-009-04.jpg,"4KB Random Read:Up to 91,000 IOPS, 4KB Random Write:Up to 53,000 IOPS, Max Sequential Read:Up to 550 MBps, Endurance:Up to 4.0 DWPD / Up to 14.0 PBW, Model #:SSDSC2KG019TZ1Z"
"Solidigm™ Solid State Drive D5-P5336 Series (15.36TB, 2.5in PCIe 4.0 x4, 3D5, QLC) Generic Opal Single Pack Data Center / Server / Internal SSD (SBFPF2BV153TOP1)","$1,822.99",,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"MTBF:2,000,000 hours, Security:Opal, Operating Temperature:0°C ~ +70°C, Max Shock Resistance:1,000 G (Max) at 0.5 msec, Model #:SBFPF2BV153TOP1"
Black Diamond Memory 16GB (2 x 8GB) ECC Registered DDR4 2933 (PC4 23400) Server Memory Model BD8GX22933MQR26,$129.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-115-S01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:1Rx4, Model #:BD8GX22933MQR26"
"Solidigm Solid State Drive D7-P5520 Series (1.92TB, U.2 15mm, 2.5"", PCIe 4.0 x4, 3D4, TLC) Generic No OPAL Single Pack Data Center / Server / Internal SSD (SSDPF2KX019T11Z)",$445.00,,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"4KB Random Read:700000 IOPS (4K Blocks), 4KB Random Write:114000 IOPS (4K Blocks), Max Sequential Read:Up to 5300 MBps, Endurance:3.5 PBW, Model #:SSDPF2KX019T11Z"
StarTech.com ST53004U1C 4-Port USB 3.0 Hub plus Dedicated Charging Port - 1 x 2.4A Port,$72.66,Rating + 4.2,,https://c1.neweggimages.com/productimage/nb300/17-707-402-01.jpg,"Type:USB, Standards:USB 3.0, Ports:4 - USB 3.0 A (9 pin; SuperSpeed) Female
1 - USB 3.0 A (Fast-Charge; 9 pin; SuperSpeed) Female, Transfer Rate:Up to 5 Gbps, Model #:ST53004U1C"
Black Diamond Memory VLP 32GB (2 x 16GB) ECC Registered DDR3 1600 (PC3 12800) Server Memory Model BD16GX21600MTR97,$76.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-083-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD16GX21600MTR97"
Black Diamond Server Memory 32GB (2 x 16GB) 240-Pin DDR3 SDRAM ECC Registered DDR3 1600 (PC3 12800) Model BD16GX21600MTR26,$69.99,Rating + 3.5,,https://c1.neweggimages.com/productimage/nb300/20-014-076-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD16GX21600MTR26"
Black Diamond Server Memory 16GB (2 x 8GB) 240-Pin DDR3 SDRAM ECC Registered DDR3 1333 (PC3 10600) Model BD8GX21333MTR23,$45.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-073-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD8GX21333MTR23"
Black Diamond Server Memory 16GB 240-Pin DDR3 SDRAM ECC Registered DDR3 1866 (PC3 14900) Model BD16G1866MTR26,$36.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-065-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD16G1866MTR26"
Black Diamond Server Memory 16GB 240-Pin DDR3 SDRAM ECC Registered DDR3 1333 (PC3 10600) Model BD16G1333MTR23,$37.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-060-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:4Rx4, Model #:BD16G1333MTR23"
Black Diamond Memory 16GB ECC Unbuffered DDR4 2133 (PC4 17000) Server Memory Model BD16G2133MQE25,$52.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-096-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx8, Model #:BD16G2133MQE25"
Black Diamond Memory 8GB ECC Registered DDR4 2666 (PC4 21300) Server Memory Model BD8G2666MQR26,$75.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-116-S01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD8G2666MQR26"
Black Diamond Memory 32GB ECC Registered DDR4 2933 (PC4 23400) Server Memory Model BD32G2933MQR29,$205.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-119-S01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD32G2933MQR29"
Black Diamond Memory 16GB ECC Registered DDR4 2933 (PC4 23400) Server Memory Model BD16G2933MQR26,$123.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-118-S01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD16G2933MQR26"
"Solidigm™ Solid State Drive D7-P5520 Series (15.36TB, U.2 15mm, 2.5"", PCIe 4.0 x4, 3D4, TLC) Generic OPAL Single Pack Data Center / Server / Internal SSD (SSDPF2KX153T1OZ)","$2,369.99",,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"MTBF:2,000,000 hours, Security:Opal, Max Shock Resistance:1,000 G (Max) at 0.5 msec, Max Vibration Resistance:Operating: 2.17 GRMS (5 - 700 Hz) Max
Non-Operating: 3.13 GRMS (5 - 800 Hz) Max, Model #:SSDPF2KX153T1OZ"
Black Diamond Memory 64GB ECC Registered DDR4 2133 (PC4 17000) Server Memory Model BD64G2133MQR96,$799.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-090-01.jpg,"Heat Spreader:Yes, Type:288-Pin DDR4 SDRAM, Rank:4Rx4, Model #:BD64G2133MQR96"
"Solidigm Solid State Drive D7-P5520 Series (7.68TB, U.2 15mm, 2.5"", PCIe 4.0 x4, 3D4, TLC) Generic No OPAL Single Pack Data Center / Server / Internal SSD (SSDPF2KX076T11Z)","$1,273.99",,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"4KB Random Read:Up to 1,100,000 IOPS, 4KB Random Write:Up to 220,000 IOPS, Max Sequential Read:Up to 7100 MBps, Endurance:14.0 PBW, Model #:SSDPF2KX076T11Z"
"Tripp Lite SmartRack 26U UPS-Depth Wall-Mount Rack Enclosure Cabinet, Hinged Back","$1,339.16",,,https://c1.neweggimages.com/productimage/nb300/A91N_1_20160407662003904.jpg,"Type:Wall Mount Cabinet, Material:Steel, Specification:Form Factor:Wall Mountable, Unit Dimension:Height:49.6"" x Width:23.6"" x Depth:25.5"", Model #:SRW26USDP"
Black Diamond Server Memory 32GB (2 x 16GB) 240-Pin DDR3 SDRAM ECC Registered DDR3 1333 (PC3 10600) Model BD16GX21333MTR23,$199.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-075-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:4Rx4, Model #:BD16GX21333MTR23"
Black Diamond Memory VLP 16GB ECC Registered DDR3 1600 (PC3 12800) Server Memory Model BD16G1600MTR97,$41.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-068-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD16G1600MTR97"
Black Diamond Memory VLP 16GB (2 x 8GB) ECC Registered DDR3 1333 (PC3 10600) Server Memory Model BD8GX21333MTR97,$55.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-082-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD8GX21333MTR97"
Black Diamond Server Memory 16GB 240-Pin DDR3 SDRAM ECC Registered DDR3 1600 (PC3 12800) Model BD16G1600MTR26,$36.99,Rating + 3.5,,https://c1.neweggimages.com/productimage/nb300/20-014-061-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD16G1600MTR26"
"Solidigm™ Solid State Drive D3-S4520 Series (240GB, 2.5in SATA 6Gb/s, 3D4, TLC) Generic Single Pack Data Center / Server / Internal SSD (SSDSC2KB240GZ1Z)",$131.99,,,https://c1.neweggimages.com/productimage/nb300/20-318-009-04.jpg,"4KB Random Read:Up to 44,000 IOPS, 4KB Random Write:Up to 15,500 IOPS, Max Sequential Read:Up to 470 MBps, Endurance:Up to 2.5 DWPD / Up to 1.0 PBW, Model #:SSDSC2KB240GZ1Z"
Black Diamond Memory 8GB ECC Unbuffered DDR3 1600 (PC3 12800) Server Memory Model BD8G1600MTO22,$89.99,Rating + 4.3,,https://c1.neweggimages.com/productimage/nb300/20-014-099-01.jpg,"Type:204-Pin DDR3 SO-DIMM, Rank:2Rx8, Model #:BD8G1600MTO22"
Black Diamond Memory 8GB ECC Unbuffered DDR4 2133 (PC4 17000) Server Memory Model BD8G2133MQE22,$39.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-095-01.jpg,"Heat Spreader:Yes, Type:288-Pin DDR4 SDRAM, Rank:2Rx8, Model #:BD8G2133MQE22"
Black Diamond Memory 16GB (2 x 8GB) ECC Unbuffered DDR3 1600 (PC3 12800) Server Memory Model BD8GX21600MTO22,$117.99,Rating + 4.3,,https://c1.neweggimages.com/productimage/nb300/20-014-110-01.jpg,"Type:204-Pin DDR3 SO-DIMM, Rank:2Rx8, Model #:BD8GX21600MTO22"
Black Diamond Memory 32GB ECC Registered DDR4 2666 (PC4 21300) Server Memory Model BD32G2666MQR29,$154.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-179-S01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD32G2666MQR29"
Black Diamond Memory 8GB ECC Registered DDR4 2933 (PC4 23400) Server Memory Model BD8G2933MQR26,$119.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-117-S01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD8G2933MQR26"
Black Diamond Memory 16GB (2 x 8GB) ECC Unbuffered DDR4 2133 (PC4 17000) Server Memory Model BD8GX22133MQE22,$199.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-106-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx8, Model #:BD8GX22133MQE22"
Black Diamond Memory 16GB (2 x 8GB) ECC Unbuffered DDR4 2133 (PC4 17000) Server Memory Model BD8GX22133MQO22,$209.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-108-01.jpg,"Type:260-Pin DDR4 SO-DIMM, Rank:2Rx8, Model #:BD8GX22133MQO22"
Black Diamond Memory 128GB (2 x 64GB) ECC Registered DDR4 2666 (PC4 21300) Server Memory Model BD64GX22666MQR96,$713.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-166-S01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:4Rx4, Model #:BD64GX22666MQR96"
"Solidigm Solid State Drive D7-P5620 Series (3.2TB, U.2 15mm, 2.5"", PCIe 4.0 x4, 3D4, TLC) Generic No OPAL Single Pack Data Center / Server / Internal SSD (SSDPF2KE032T11Z)",$779.99,,,https://c1.neweggimages.com/productimage/nb300/20-167-487-01.jpg,"4KB Random Read:1000000 IOPS (4K Blocks), 4KB Random Write:341000 IOPS (4K Blocks), Max Sequential Read:Up to 6700 MBps, Endurance:17.5 PBW, Model #:SSDPF2KE032T11Z"
Black Diamond Memory VLP 8GB ECC Registered DDR3 1333 (PC3 10600) Server Memory Model BD8G1333MTR97,$32.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-067-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD8G1333MTR97"
Black Diamond Memory 16GB (2 x 8GB) ECC Registered DDR4 2133 (PC4 17000) Server Memory Model BD8GX22133MQR26,$149.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-084-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:2Rx4, Model #:BD8GX22133MQR26"
Black Diamond Server Memory 8GB 240-Pin DDR3 SDRAM ECC Registered DDR3 1600 (PC3 12800) Model BD8G1600MTR23,$25.99,Rating + 3.5,,https://c1.neweggimages.com/productimage/nb300/20-014-059-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD8G1600MTR23"
Black Diamond Memory 16GB (2 x 8GB) ECC Registered DDR3 1866 (PC3 14900) Server Memory Model BD8GX21866MTR23,$46.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-079-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD8GX21866MTR23"
Black Diamond Memory 8GB ECC Registered DDR3 1066 (PC3 8500) Server Memory Model BD8G1066MTR16,$25.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-057-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:4Rx8, Model #:BD8G1066MTR16"
Black Diamond Server Memory 16GB (2 x 8GB) 240-Pin DDR3 SDRAM ECC Registered DDR3 1600 (PC3 12800) Model BD8GX21600MTR23,$45.99,Rating + 3.5,,https://c1.neweggimages.com/productimage/nb300/20-014-074-01.jpg,"CAS Latency:CL11, Timing:11-11-11-14, Type:240-Pin DDR3 SDRAM, Rank:2Rx4, Model #:BD8GX21600MTR23"
Black Diamond Server Memory 16GB (2 x 8GB) 240-Pin DDR3 SDRAM ECC Registered DDR3 1066 (PC3 8500) BD8GX21066MTR16,$45.99,Rating + 1,,https://c1.neweggimages.com/productimage/nb300/20-014-072-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:4Rx8, Model #:BD8GX21066MTR16"
Black Diamond Memory 64GB (2 x 32GB) ECC Registered DDR4 2400 (PC4 19200) Server Memory Model BD32GX22400MQR96,$699.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-102-01.jpg,"Type:288-Pin DDR4 SDRAM, Rank:4Rx4, Model #:BD32GX22400MQR96"
Black Diamond Memory 16GB (2 x 8GB) ECC DDR3 1866 (PC3 14900) Server Memory Model BD8GX21866MTE22,$113.99,,,https://c1.neweggimages.com/productimage/nb300/20-014-120-S01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx8, Model #:BD8GX21866MTE22"
Black Diamond Memory 8GB ECC Unbuffered DDR3 1600 (PC3 12800) Server Memory Model BD8G1600MTE22,$74.99,Rating + 5,,https://c1.neweggimages.com/productimage/nb300/20-014-100-01.jpg,"Type:240-Pin DDR3 SDRAM, Rank:2Rx8, Model #:BD8G1600MTE22"
